Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
73091.86674582320,5.443156466535470,8.517512711137980,4.01,23929.524053268000,1306674.6599512000,"2278 Shannon View
North Carriemouth, NM 84617"
79706.96305765740,5.067889591058970,8.219771123286260,3.12,39717.81357630950,1556786.6001947700,"064 Hayley Unions
Nicholsborough, HI 44161-1887"
61929.07701808930,4.788550241805890,5.0970095543775600,4.3,24595.90149782300,528485.2467305960,"5498 Rachel Locks
New Gregoryshire, PW 54755"
63508.19429943000,5.947165139552470,7.187773835329730,5.12,35719.653052030900,1019425.9367578300,"Unit 7424 Box 2786
DPO AE 71255"
62085.27640340490,5.739410843630570,7.09180810424997,5.49,44922.106702293100,1030591.4292116100,"19696 Benjamin Cape
Stephentown, ME 36952-4733"
86294.99908871060,6.627456939781740,8.011897853150560,4.07,47560.77533629520,2146925.339888660,"030 Larry Park Suite 665
Thomashaven, HI 87941-5197"
60835.08997885400,5.551221591990330,6.517175038094780,2.1,45574.74166225800,929247.5995364,"USNS Brown
FPO AP 85833"
64490.65026675510,4.210322870054840,5.478087730769140,4.31,40358.96010561760,718887.2315009280,"95198 Ortiz Key
Port Sara, TN 24541-2855"
60697.35153944830,6.1704840908385000,7.150536572335960,6.34,28140.96708772480,743999.8191601970,"9003 Jay Plains Suite 838
Lake Elizabeth, IN 90622-0804"
59748.85548697420,5.3393398807459,7.7486816056066000,4.23,27809.986543758900,895737.1333835080,"24282 Paul Valley
West Perry, MI 03169-5806"
56974.47653879640,8.287562193759010,7.3128799714630100,4.33,40694.86951302230,1453974.5059508700,"61938 Brady Falls
Lewisfort, DE 61227"
82173.62607584600,4.018524684942810,6.992698756791840,2.03,38853.91806648170,1125692.507295290,"3599 Ramirez Springs
Jacksonhaven, AZ 72798"
64626.88097813550,5.443359590192100,6.98875353866204,4.0,27784.742280185900,975429.4927929220,"073 Christopher Falls Suite 882
West Cynthia, MA 89075-2814"
90499.0574513475,6.3843589207152000,4.242191301572630,3.04,33970.16499037130,1240763.765571480,"6531 Chase Prairie Apt. 245
Susanshire, MN 22365"
59323.79209970040,6.9778279401788400,8.273697077776600,4.07,37520.65773244970,1577017.7600015500,"17124 Johnson Squares
Lake Robertfurt, AL 61811-3832"
77811.52203457450,5.31446021480662,6.686686133004720,3.24,33754.737804984600,1246830.1884286300,"1359 Mitchell Vista
Courtneyfort, NY 93065-7224"
68652.60921090660,6.124342100310330,6.290820166996660,4.42,39355.625729470300,1170720.893654290,"4343 Joshua Lake Suite 096
Pierceview, NV 62614-9110"
55041.35158333920,7.127128552732310,8.591923294114,5.36,30122.473483557900,1071279.210244540,"0057 Jacob Coves Apt. 932
Lake Emily, VA 39465-6041"
50218.708463000700,6.118808130610340,7.333554072097740,6.29,16810.783311257900,534305.1323349290,"039 Jordan Pike
Emilyville, ID 27442"
55909.322295153500,5.419562910682710,9.289854372258820,6.0,22355.235406669100,936368.9634048610,"66338 Novak Curve Suite 628
Taylorborough, OK 87142-6766"
74372.81020915510,5.500128572841660,6.593045603910360,2.07,39395.15118232910,1199193.8313295100,"7167 Angela Park Suite 013
Morrishaven, NH 66937-4811"
78667.90459764740,5.470652206754400,7.780836692853300,4.1,27637.656548219000,1233220.009477810,"34964 Sara Fields Apt. 584
Port Raymondville, MO 63585"
78699.51510291030,5.6527836365363000,6.756453856250770,3.01,22836.60756949130,1081150.1254838100,"7585 Lynn Loop
East Judy, WV 73336"
53128.18544891440,5.180664124823800,5.4269028586106200,2.39,32947.711955068900,524712.7660674530,"Unit 1388 Box 9350
DPO AP 70848"
17796.631189543400,4.9495570055571100,6.713905444702090,2.5,47162.183643191400,302355.83597895600,"9932 Eric Circles
Lake Martha, WY 34611-6127"
58566.84936342060,6.5796914528777400,5.034525351903060,2.17,39705.4649593564,1026817.399788460,"7896 Walker Spring
Loriport, MH 72956"
75537.79451000030,7.8452159144441700,7.555660720822220,6.3,32778.1953418883,1762214.6795818900,"549 Darren Plaza
Lake Kevin, UT 27155"
46147.053056343400,6.623332829320710,7.606831549667410,4.43,27161.12860794620,882057.1705928420,"90634 Michelle Valleys
North Victoria, WV 99370"
70421.4764876077,6.9070829699853100,7.634318731446650,4.44,43183.928487881000,1744932.210990930,"580 Lara Neck Apt. 541
Davidsonstad, ID 34638-9802"
62614.420619127300,5.499309697116080,7.440505217892160,6.32,26888.57956293910,1153871.4695016300,"43087 Jerome Field
West Deborah, SD 49213"
66394.87158584830,7.069512153837190,7.204639709248290,3.18,39741.07750943350,1499988.8795226100,"71956 Jenkins Fall
Brooketown, PW 67485-0764"
73946.85107397820,4.863154306054970,7.537182365353190,6.35,35261.12701836900,1109588.380162510,"8034 Pierce Prairie Suite 727
Devonfurt, NE 33104-8027"
69144.74570743980,7.296224496862650,5.928223472951470,3.22,19030.6154867746,980177.3051371260,"Unit 8108 Box 5159
DPO AP 04678"
77278.69702818660,6.238891014754010,6.919204136372870,2.13,21725.95428963470,1323952.027425180,"08639 Garcia Port
Anthonybury, CT 17971"
86754.1966286121,6.604439818568120,6.252454805349370,4.02,43017.440757153600,1662494.7355443900,"91863 Curtis Point
New Richard, AK 99996-7554"
74399.84098191420,6.382452912235430,7.252665322385220,6.36,41084.6628246322,1417819.740218090,"03819 Lee Junction Suite 046
Mooneyborough, WA 19656"
49408.198340144300,5.825920475606760,5.831738972572460,3.32,26881.130597967100,549976.1455595790,"7796 Joseph Burg
Danielsside, RI 70370"
62279.790051573900,6.108449991281680,6.306116349848910,4.12,35263.65313745240,1054770.980647530,"173 Mendoza Land
West John, NJ 57690"
73078.20408561830,5.923906389599880,6.445456690525840,3.32,54915.961781984000,1415647.553437240,"3288 Lee Pass
South Julieton, PW 02759-4964"
72942.70505913400,4.786222295086710,7.3198855301255500,6.41,24377.909049316600,948788.2757094480,"86908 Marshall Port Suite 252
Scotttown, NM 69143"
63819.62285114140,5.949839470643140,8.022469239326930,4.09,27825.57206129440,1159596.518619620,"951 Bryant Dale Suite 735
Lake Jacqueline, NH 95266"
73265.44988790640,8.314761978982550,7.4255974600340900,3.24,21030.96617717160,1547133.3964004500,"00301 Bradshaw Avenue Suite 833
Suzannefurt, IN 00654-8754"
68488.13117301990,6.116111748260710,7.182527480002910,5.08,18267.954705638800,1186688.505938350,"84473 Ochoa Pines Apt. 808
Jamesport, KY 70207-2955"
55193.857453150100,7.186120666999300,5.096917456207580,4.01,32537.818768918000,772111.9721021010,"13706 Morgan Turnpike Suite 378
Hohaven, NC 42699"
77434.68924044500,6.309271353146580,5.219754029195480,3.06,36252.34068234430,1172730.1557693200,"4872 Delgado Ramp
North James, IA 36544"
66158.88158501310,4.4764290664648500,6.91174261004152,2.28,37098.74217235170,1111085.0168910600,"73202 Christopher Tunnel
New Roberttown, MN 08925-1536"
60502.909333844500,7.533380986145510,5.731824124869710,4.23,33579.631512167600,1022781.1707429100,"8781 Olivia Port Apt. 225
Thompsonside, VT 22884"
60910.893793329700,5.6354667376139100,7.3259737812411700,4.2,43347.804001154500,1274474.5458934900,"PSC 9354, Box 0703
APO AA 58696-1278"
73931.97852158840,6.39410766659858,4.580839920871760,4.32,36543.067280548100,1213530.8498658700,"271 Johnson Hills Apt. 001
Mcculloughfurt, FM 70847"
59539.94845013640,6.018590243347790,7.007676165647250,5.43,58600.82714967580,1411730.4772588300,"122 Russo Neck
South Kevin, KY 20712-5282"
56547.507187403800,5.435415182555820,6.515149876905350,3.13,37585.27457622870,858685.5659249560,"85225 Christopher Inlet Apt. 627
West Calebberg, KS 76460"
65950.34701683300,5.476513157767190,6.71784430631321,3.28,40110.847604950700,1200961.8209226300,"7125 Mullins Cliff
Maryborough, WY 66971"
74533.16208198750,6.679353130059200,5.919230725467020,4.0,49481.56580760430,1520234.2293774600,"905 Lane Pines Suite 348
Brownborough, DE 57196-3319"
66422.91905176670,7.122071850326430,7.078583744940180,6.36,31019.324820690400,1360908.3196200100,"61090 Griffith Ridges
Craigstad, AK 28807-8602"
74334.49484891060,5.419012564079200,6.261535284081700,4.12,41640.435660656700,1360920.5303860800,"270 Jennifer Loop Suite 343
South Jesse, ND 60570-1483"
63538.34615822220,4.764499308149970,7.168662410843210,3.27,43282.18300425020,1146532.4547405600,"10973 Clark Trafficway
Meyersbury, LA 63237"
83953.10483909660,7.385134534015020,6.898846568957160,3.08,37283.35764595180,1789098.5206914900,"91733 Baker Orchard
South Kyle, KS 37301"
57279.06357585890,5.118108904793300,6.561520216102700,3.17,44023.79068493210,852099.4640268540,"024 William Course
East Charlotteview, DE 69073-3104"
56553.5502526617,5.691129212559010,7.021252354277720,3.15,29682.409864227800,746096.728900488,"PSC 4455, Box 3268
APO AP 45454"
75795.57598259100,5.7867800238068200,7.327325342996360,6.25,33197.77774263010,1534479.906564420,"562 Brown Junction Suite 282
Christopherborough, KS 20719"
70848.78865873710,5.282325020456480,6.7664446637172500,3.27,40458.735869517400,1215608.5310559700,"USCGC Thompson
FPO AA 13237-3887"
59787.40450393620,5.653120315532120,6.594592279140100,3.43,32402.107549146800,941594.3284107700,"65884 Johns Valley Apt. 621
Ethanbury, NY 07783"
64826.37189495600,4.010907337105420,8.290419812591510,4.38,60286.043101357700,1204598.0374631300,"Unit 2139 Box 3667
DPO AP 49517"
65925.8537962682,7.605511953651170,7.070409540665200,3.28,34171.360073668700,1597655.2584122800,"253 Golden Island
East Donald, CT 91882"
64419.25263834640,6.954422125564920,8.51616004802799,6.16,39318.17075472390,1492011.4958621300,"4861 Steven Plains Suite 066
Port Reginaland, MN 06152-7205"
58544.460298238800,8.562610576392460,7.276308629143930,4.28,30865.58695374530,1421216.5044408600,"5255 Rebecca Junctions Suite 240
Royshire, WI 85782-2398"
68791.79168848530,4.7255522284996300,6.704201604222820,4.11,48423.32244417690,1132522.9012947100,"2833 Townsend Cliffs
New Tommy, MP 86130-3426"
82061.56520383860,4.18282822762296,5.963031884078480,4.1,36271.408495749200,1102821.4381808100,"708 Pena Ramp
Terryburgh, CA 31572-1304"
80659.52544359620,5.43630620204688,7.1007534318037700,6.24,52947.03636008710,1856211.350359600,"8030 Ruiz Dale
Shermanchester, KY 56950-5684"
66668.09352103540,6.184965338620100,7.863127436732540,3.35,47075.21223266850,1687998.9329604700,"Unit 3857 Box 9497
DPO AE 92239"
64721.56449637060,5.677637526773960,6.971331701061320,4.48,36115.81636440280,1063423.0072648700,"042 Mitchell Mountains
Adamsview, OR 44424"
65199.989940295,6.4457428983166900,6.937127028132980,3.2,28366.035431853400,1177289.88620479,"07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759"
74579.98952724630,4.639654130697790,5.521489298839980,3.07,42806.146643801300,1173474.3788373200,"38449 Shaw Glen
Pattonside, TX 98415"
76273.67032549290,7.879751800787580,4.500165347584370,3.39,46974.57878575340,1637259.9986677900,"82387 Hensley Bypass
Danielmouth, ME 30791"
67561.94206013890,5.251400747142780,7.658576338909920,4.04,35517.54187040430,1238938.2905320000,"02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688"
48904.983269316800,4.8449725308343600,5.448956029609430,3.38,32960.75307019120,201898.08657249600,"2124 Garcia Viaduct
North Kellytown, DC 30864"
72145.96721315150,6.398625990192600,8.258634923487290,6.06,28882.900854673700,1439506.1015570100,"646 Nicholas Mall Apt. 058
East Danielle, OR 53708"
70805.61068360140,4.4437289238424600,5.809147305516640,3.3,29268.826741684700,585608.6326222320,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448"
65383.337917286900,7.512526778745120,6.6400320037540000,3.46,35114.402463487400,1294685.1585470100,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
95450.29308601320,6.595060684781340,6.850361008137980,3.33,39388.515521077500,2014851.344161520,"035 Mark Bridge
West Craig, MT 78649"
73698.69635729130,6.3727309322299500,6.5783520737636300,4.33,51815.09641862210,1840236.0058026900,"69600 Wilson Rue
Elizabethland, PW 17767-2884"
66263.91050116330,6.374930066018740,6.7369741310107400,4.41,49829.951500481400,1441421.912993610,"001 Steve Plaza
Jessicastad, UT 25190"
75394.75958162160,6.933352467549660,7.834099800649180,4.48,22268.07530558210,1498640.5506503700,"238 Anthony Drive
Acostahaven, AS 62753-6637"
65984.75064485830,6.512270085009220,6.316480020228280,2.38,21867.47693989450,954746.5764328240,"01818 Wilson Spurs
West Andreaton, SD 69568-7005"
66477.26279229040,6.982151725125710,6.038487979300020,2.37,32458.98669901380,1124635.9316285900,"95779 Walton Square
Bakershire, PR 49599"
69284.25963691330,5.3474470914238700,7.1734258851799900,3.45,40282.72428010050,1169944.2477587500,"124 Russell Mountains Apt. 591
North Sharonfurt, OH 67836-4969"
70404.49610371920,5.544083725506500,6.001261362192470,2.02,37127.925501004200,1114430.95342313,"73080 Veronica Turnpike Suite 991
New Debra, VA 61246"
74218.4890218834,8.069721867473750,6.506374302162950,4.37,46770.6609678888,1783534.8388273600,"106 Williams Well Apt. 657
Samanthaview, PR 87811"
63441.71464512620,6.471673726586270,7.064811136062070,3.22,48061.75267334160,1302933.2475692800,"Unit 3405 Box 4348
DPO AP 68816-2990"
57493.924570279500,6.8932601570417900,6.734045416240350,4.41,47039.21532294130,1241483.6118732500,"4007 Kimberly Crossing
Nathanielview, NC 72093-8287"
81543.77731533440,5.503923196339870,5.897052836266330,2.14,9816.300884708530,954114.5439535480,"Unit 5889 Box 7282
DPO AE 41177-0399"
78633.97375508900,5.465393231160200,7.53114301190621,3.24,43728.803486197100,1555320.5000011200,"075 Andrea Green Suite 201
Johnshire, KS 50389"
52202.853719713500,4.869306181391180,4.414380865779890,2.23,42165.81245686790,404976.365896227,"6811 Spears Trail Suite 081
East Troy, MS 43910"
67980.38878192920,5.562938814255570,6.159705222415730,2.44,25909.079196423900,1073183.759841630,"69401 Danielle Motorway
New Dennis, IL 53971"
78568.44916405230,5.475737319995330,6.291600795963250,2.29,41016.64709111230,1422195.8794505700,"2276 Riley Flats Suite 975
Johnmouth, NH 39983"
55472.65482690560,4.822147136010050,5.8559723089516900,3.2,15353.956428663000,340605.2113124610,"91111 Crane Spur
Kathleenmouth, ME 43022-3191"
67579.23479443130,5.973219004488520,7.754357545442310,6.32,21762.949685625400,1170959.5262846100,"744 Hill Ports
Mooreside, MH 20945-2825"
61456.15070378090,6.882954326433160,6.417572621814380,4.19,30821.41208657690,942838.1647218130,"019 Lisa Village Apt. 379
Maxwellmouth, DE 26176"
60815.39039496140,7.170128530473720,7.984335122159100,4.11,31233.649345910100,1401613.9197693200,"50933 Barber Divide Suite 927
Jacksonborough, NE 46696-1788"
51217.181160371800,5.384841407498110,8.776160033559260,3.41,47089.47508109750,1175504.48633204,"USS Harrington
FPO AE 12326"
63027.67471485830,4.855968121105960,5.580905937457930,2.3,35991.72063788780,608794.2466921950,"246 Michele Lock Suite 093
South Michellemouth, VI 62800"
62484.855299128,6.496651466369280,7.322709774158180,5.13,26882.651794677200,946943.0362171360,"356 Madeline Locks Apt. 115
Kaitlinland, MS 49150-0243"
73923.4662743976,7.005505784838960,7.13506334705251,6.04,58745.312027558900,1819900.6366437100,"232 Allen Ridge
West Jasonview, CT 93021"
79737.60976390010,7.315957927203860,6.6110960049951700,2.17,28307.314325645000,1463130.2729789400,"5042 Ricky Road
New Candice, MN 40661-8809"
63890.47156766460,4.97230656848968,7.916386397194930,5.49,43416.497820927900,1252391.1798421700,"60860 Griffin Streets Apt. 040
East Catherine, NH 18346"
67310.03695278610,7.19379298887946,7.760732554508710,5.28,43310.61242826770,1714445.1746365800,"89002 Robert Square Suite 028
Port Jennyside, CA 38546-6307"
73145.73021780260,4.096517242790360,7.25421743282951,3.18,49463.37887902850,1291759.392660680,"8533 Sparks Lodge
New Kevin, GA 98179"
86924.35876562170,6.832939698754410,7.738295553417700,6.32,28719.41088814550,1809154.2893631700,"922 Mark Lodge
Matthewton, ID 71131-3139"
74384.10562904490,7.411486570673660,5.1648654759782900,2.3,17117.443674840800,1200539.361167780,"757 Sherri Shores Suite 744
Jesusfurt, OK 73052-4985"
67477.78818404300,6.6235282933178200,7.916171659861110,5.1,29763.92534861560,1300265.2104154700,"PSC 8479, Box 0952
APO AA 33741"
71202.9569203271,4.318869132877140,6.634954065509120,4.37,34207.397208470100,997448.7280769940,"5560 Michaela Spur Suite 730
West Charlottefurt, PA 00463"
85845.31779919550,6.743652960918070,9.468766369195870,3.46,46477.67868450170,2152959.4089430900,"255 Sosa Pines Suite 751
Wilsonview, MT 31615"
72138.87048244950,7.163640935330660,8.485778262707220,5.45,35799.638274321800,1629983.8467032400,"156 Conner Lane
East Brittany, MI 26733"
44806.00516405550,4.494570527956870,4.7253251166241900,3.1,57390.89007381040,497579.4465868730,"478 Vasquez Fort Apt. 346
Aliciaside, NV 37124-6408"
67504.1784594896,5.329798508888410,5.89441194891935,4.36,37441.12054361440,890112.5493178920,"67610 Smith Knolls
Brendaberg, MA 55188-7972"
74706.10053171060,5.003327764385790,5.661064126685240,2.05,39680.609320436100,1064685.698733540,"504 Robertson Streets
Jamesshire, WA 56754"
68898.34591339420,6.7876485292640500,7.871352644418110,6.39,39515.57156160540,1530124.0163169000,"777 Ross Crossroad
Kaiserville, RI 24445"
58118.01816079890,8.13721447105525,5.65090028566729,4.36,35598.390437472000,1246246.8277597600,"2418 Samantha Green Apt. 016
Port Keithmouth, VT 62207-0408"
77643.28308709670,6.070115922340350,5.381038359373990,4.45,35512.2550468822,1240754.932046380,"95957 Tara Hill Suite 428
Huntland, KS 57002-5552"
67769.82559099870,8.074693667681720,6.7616314076168800,4.22,33254.60340942820,1760734.6903640100,"26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101"
74411.05989226670,5.534627543649980,7.2101233611688500,6.44,43537.50294550510,1393746.760467430,"4930 James Flats
New Shannon, NJ 75829-8040"
73101.07879766860,4.1041299227226100,8.920333221277760,4.35,29497.971293353700,1172385.8977045600,"78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682"
58708.417156740100,5.083861035728070,6.262825883607430,4.07,15969.926041239800,483986.10899253000,"33410 Smith Summit
West Kimberlyberg, CT 49785-3758"
63876.0599100904,7.080219325540690,7.187432974886650,3.37,38052.87644316600,1388530.1566836100,"49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904"
68343.15409141900,6.39244379007958,8.42511289496364,6.2,40653.87006540170,1721739.3841385000,"4746 Morgan Forge
Diaztown, VT 79978"
73064.97996128000,5.994062799456890,7.204368895136860,6.19,30699.33971051110,1276448.7920429700,"5808 Burton Viaduct
North Nicholasport, CO 32392-1208"
67367.26808279870,6.774710808664320,6.690894898640920,2.49,32547.272533076600,1161742.677446360,"8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264"
66547.18175159240,6.350672041927900,5.305000412053220,2.04,16741.964987126700,786407.9451174280,"249 Susan Canyon
North Jessica, ID 13412"
73313.5453841825,6.4147232356051800,8.492901228869570,4.46,37808.99667212120,1604920.973458410,"08091 Bush Course
New Michael, RI 47524-7511"
47681.361733034500,6.890508224210210,7.788267986215610,5.13,50908.97890911070,1230149.1367864400,"PSC 6933, Box 3805
APO AP 50576"
67910.94912846230,6.4458519070194000,6.675937267762170,4.32,31379.782970582400,1051644.5540225500,"6798 Smith Junctions
Wolfeton, WY 86565-5079"
69277.8912498076,6.142591681366370,7.811724470630430,5.15,43717.9130919397,1415073.6141811900,"256 Sanchez Ports Apt. 057
Johnmouth, PA 69763"
67946.71467561320,5.403175672900820,5.671136342785450,3.21,35197.94256902540,1043483.9151320300,"68672 Guzman Ridge
Clinefurt, WI 04078-6179"
90975.11327248040,4.740683034960740,8.320351986302770,6.45,44426.21364759750,1544379.7477356800,"4447 Steven River Suite 076
West Karenmouth, DC 61561-8593"
61885.546440328900,5.405265969173890,6.9141957695988200,3.22,48726.951303303000,1352135.9672641800,"USCGC Hess
FPO AE 29193"
69401.8472172649,7.042354994979090,8.097044284953620,3.44,29293.074048931000,1505727.4308014000,"0617 Neal Curve
South Daniel, AS 09326"
72969.12127123050,6.188575726156950,8.076943603616290,4.2,31755.721364239900,1416965.9786882400,"412 Janet Radial Suite 115
Kariview, NY 37073-8343"
75582.4597645351,5.506473429253340,6.774986418531480,4.33,31946.30386752330,1046721.9761732500,"9155 Kayla Station Suite 233
Natalieborough, SC 99093-8399"
56241.226773131800,5.623087015761990,6.818670753532730,2.18,32745.368120153800,939040.0035601160,"3062 Donald Inlet Suite 642
West Matthew, GU 49340"
79412.83547174580,6.087360168695930,7.481321112226410,3.26,17568.733760583400,1383031.332366440,"764 Timothy Turnpike
North Audreymouth, TX 02395"
79618.23684602090,4.566166100869580,6.669888411446440,3.49,29636.507110556600,1072503.237943670,"862 Ryan Flat
West Larryborough, WV 11517"
67019.07404739730,6.487943166707260,7.331330100018210,6.26,24997.108705994300,1134397.7577153700,"378 Evans Crest
East Shelbystad, HI 23326"
56063.48086676330,5.106935120148070,5.385339777521390,4.14,39129.296704702900,734827.50801229,"09897 Katherine Forge
North Johnside, NC 01211"
57077.580304069300,5.775467040583670,6.952026673761360,4.27,33393.91660322470,991892.3174842470,"2367 Noah Center
North Dakotashire, PA 99619-0890"
75954.81825301820,4.289916280544530,7.418750602810830,5.04,34467.75869800990,1057252.5826211000,"19678 Noble Cove Suite 264
South Elizabethfort, CO 13304-1647"
52575.81517492220,7.13371941713148,7.173698881863380,4.06,41828.57961688690,1237224.8587518200,"8803 Jackson Ramp
South Thomasland, RI 09631-6361"
63312.805674677400,6.139115451621260,8.199615241424840,4.41,43230.35215795720,1442632.5412265600,"87629 Shawn Crossing
North William, MN 71601-6188"
82526.96210481910,6.453073406098020,7.74824895259721,4.46,43947.680264122600,1877402.3197269500,"2574 Shannon Alley
South Fred, OR 64217"
73204.94213228810,6.640915863053530,7.3119123213479300,6.4,35090.50080986770,1394518.4154676300,"676 Jose Locks Apt. 415
South Cynthia, SC 89264"
56357.193138054900,5.707903109151970,5.240300886600400,3.25,38061.99829895620,953939.3299056440,"4160 Martinez Bridge Apt. 713
West Ann, MI 89447-0160"
71316.62465041470,7.107767687213710,7.088992690921170,5.33,21651.699409211700,1219778.0342015500,"26847 Weber Ports Apt. 767
North Robinton, FM 43014"
75046.84820392630,4.983084628511220,8.877240041623620,3.0,32468.031152301000,1287325.381856670,"PSC 8891, Box 6475
APO AP 28726-5123"
84474.16005619020,6.970854745872440,5.935909326221990,2.47,38677.8151530554,1739893.5550496000,"623 Jackson Road Apt. 492
Sarahville, NM 19973"
68162.68392566860,6.962206715963230,6.697358009859320,3.07,31843.876337225900,1213382.2226364700,"0575 Edward Cliff
Miguelmouth, NY 06408"
62784.33294834320,7.572350215321670,4.652717554450590,3.31,35122.389471607800,1007478.7484311500,"6660 Alex Park
Barkerfort, WY 52781"
67009.81567374440,6.849769936594270,7.610720856104890,3.22,39737.12260896310,1528756.1261500300,"176 Parker Grove Apt. 591
Nicoleshire, MO 83183-5326"
67437.25036335620,6.7673632373037400,6.703917223272020,2.05,29356.22336792510,1182459.7716636700,"203 Amy Ford Suite 158
Kelleyfurt, LA 49990-9626"
65967.76930857650,6.847724976116600,7.777279443513270,3.14,35799.96254832020,1474546.7621461100,"842 Jackson Parkway
Angelabury, MI 68188-8699"
42816.30588550870,7.603999923452180,7.04524851047004,4.18,47457.662214283800,1078016.9396491000,"5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649"
83347.66969696440,5.468158427157480,5.475252653496950,3.14,48226.718927780100,1453381.624303110,"0647 Ramirez Hill
New Crystalport, AZ 33060"
81699.87999554250,5.4798018295655600,6.4760073411937400,4.41,39527.048560846400,1495012.9648340800,"4233 Chase Fields
East Vanessabury, OR 85375-7861"
56143.78866493650,4.580122445909620,6.668979774275280,4.04,45084.03665959030,714148.4147529020,"0606 Ricardo Drive
Williamton, GU 79243"
59513.83491952120,4.8851317712611000,5.574714349694390,3.18,44162.279205220100,894292.0474101040,"14157 Jones Parkway Suite 319
North Haley, AK 18534"
78379.41223900420,5.9856971510838900,5.681833507283010,3.2,31357.388214297700,1159841.8313392500,"2579 Pamela Shoals
North Christianhaven, TX 95259"
70877.37574291860,6.766877154030710,7.213659075278040,5.07,36033.42685154350,1195986.2988348700,"PSC 5171, Box 6452
APO AA 44610-4655"
61526.974447976700,6.593962539007940,9.180401428602020,6.11,27307.948031413600,1381430.630188790,"23682 William Glens Apt. 920
Lake Hollystad, CO 20067"
65316.99602070990,7.414875230659790,6.7330848667092900,2.0,55799.49748118190,1534889.8534666600,"32521 Martinez Highway
Stephaniehaven, NY 78577"
76268.81833386320,6.942797866602710,6.147907595982690,3.17,38649.852386212500,1494125.3298718800,"9109 Omar View Suite 461
East Sarahfort, WI 02969"
48531.364228529900,6.863184038794900,8.517401059111710,5.3,39731.150563494700,1356146.2608426200,"5611 Chandler Mill
East Brianfort, AK 51236-0093"
82906.65480115910,5.9014516557308200,5.767366135557100,4.26,38820.48194376130,1454943.0736612400,"PSC 5599, Box 5942
APO AP 55563-1953"
63117.84405077350,4.940396705340590,5.636779394573890,2.31,43091.845142505800,774118.1878355000,"2128 Shawna Orchard Suite 992
New Melissabury, MN 22338"
75860.86114889310,3.6908905696788100,4.7883802065518300,3.48,41003.880081137600,889113.2388612500,"019 Moore Center Apt. 643
West John, KY 54923"
68844.76424875810,4.8604529996615900,6.916808181467380,3.29,48392.49736045840,1211102.210889240,"Unit 3192 Box 6415
DPO AP 76779-7624"
52446.26685600130,5.694610807792680,7.429639244113230,3.11,32934.553200974900,658646.1847265190,"20185 Mary Crest
South Reneeville, VI 91892"
